<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,03/12/18,11:37,115610.0,115630.0,115570.0,115610.0,464
SPFB.RTS-12.18,1,03/12/18,11:38,115620.0,115640.0,115590.0,115610.0,386
SPFB.RTS-12.18,1,03/12/18,11:39,115600.0,115640.0,115600.0,115640.0,150
SPFB.RTS-12.18,1,03/12/18,11:40,115640.0,115640.0,115520.0,115520.0,575
SPFB.RTS-12.18,1,03/12/18,11:41,115520.0,115600.0,115520.0,115540.0,739
SPFB.RTS-12.18,1,03/12/18,11:42,115530.0,115560.0,115520.0,115530.0,534
SPFB.RTS-12.18,1,03/12/18,11:43,115530.0,115620.0,115510.0,115580.0,639
SPFB.RTS-12.18,1,03/12/18,11:44,115590.0,115590.0,115560.0,115570.0,255
SPFB.RTS-12.18,1,03/12/18,11:45,115570.0,115610.0,115560.0,115580.0,310
SPFB.RTS-12.18,1,03/12/18,11:46,115590.0,115660.0,115580.0,115600.0,718
SPFB.RTS-12.18,1,03/12/18,11:47,115600.0,115640.0,115580.0,115630.0,171
SPFB.RTS-12.18,1,03/12/18,11:48,115620.0,115660.0,115580.0,115610.0,357
SPFB.RTS-12.18,1,03/12/18,11:49,115610.0,115620.0,115580.0,115590.0,113
SPFB.RTS-12.18,1,03/12/18,11:50,115590.0,115620.0,115580.0,115590.0,217
SPFB.RTS-12.18,1,03/12/18,11:51,115580.0,115600.0,115550.0,115580.0,475
SPFB.RTS-12.18,1,03/12/18,11:52,115590.0,115600.0,115550.0,115560.0,345
SPFB.RTS-12.18,1,03/12/18,11:53,115560.0,115630.0,115560.0,115630.0,327
SPFB.RTS-12.18,1,03/12/18,11:54,115620.0,115670.0,115600.0,115660.0,486
SPFB.RTS-12.18,1,03/12/18,11:55,115650.0,115680.0,115600.0,115620.0,254
SPFB.RTS-12.18,1,03/12/18,11:56,115620.0,115670.0,115590.0,115610.0,580
SPFB.RTS-12.18,1,03/12/18,11:57,115610.0,115720.0,115580.0,115650.0,2089
SPFB.RTS-12.18,1,03/12/18,11:58,115650.0,115720.0,115550.0,115550.0,1137
SPFB.RTS-12.18,1,03/12/18,11:59,115550.0,115580.0,115520.0,115560.0,611
SPFB.RTS-12.18,1,03/12/18,12:00,115550.0,115590.0,115540.0,115570.0,325
SPFB.RTS-12.18,1,03/12/18,12:01,115560.0,115600.0,115480.0,115480.0,952
SPFB.RTS-12.18,1,03/12/18,12:02,115480.0,115540.0,115470.0,115500.0,622
SPFB.RTS-12.18,1,03/12/18,12:03,115510.0,115540.0,115490.0,115530.0,625
SPFB.RTS-12.18,1,03/12/18,12:04,115520.0,115560.0,115500.0,115550.0,685
SPFB.RTS-12.18,1,03/12/18,12:05,115540.0,115590.0,115530.0,115580.0,639
SPFB.RTS-12.18,1,03/12/18,12:06,115560.0,115580.0,115510.0,115520.0,226
SPFB.RTS-12.18,1,03/12/18,12:07,115530.0,115590.0,115490.0,115490.0,403
SPFB.RTS-12.18,1,03/12/18,12:08,115490.0,115500.0,115400.0,115430.0,1346
SPFB.RTS-12.18,1,03/12/18,12:09,115430.0,115430.0,115370.0,115390.0,734
SPFB.RTS-12.18,1,03/12/18,12:10,115380.0,115400.0,115330.0,115340.0,861
SPFB.RTS-12.18,1,03/12/18,12:11,115340.0,115420.0,115310.0,115350.0,873
SPFB.RTS-12.18,1,03/12/18,12:12,115370.0,115420.0,115360.0,115370.0,392
SPFB.RTS-12.18,1,03/12/18,12:13,115370.0,115370.0,115300.0,115310.0,769
SPFB.RTS-12.18,1,03/12/18,12:14,115320.0,115340.0,115280.0,115300.0,693
SPFB.RTS-12.18,1,03/12/18,12:15,115290.0,115340.0,115280.0,115340.0,561
SPFB.RTS-12.18,1,03/12/18,12:16,115330.0,115340.0,115250.0,115270.0,641
SPFB.RTS-12.18,1,03/12/18,12:17,115280.0,115310.0,115270.0,115310.0,417
SPFB.RTS-12.18,1,03/12/18,12:18,115290.0,115330.0,115260.0,115330.0,561
SPFB.RTS-12.18,1,03/12/18,12:19,115330.0,115360.0,115320.0,115330.0,542
SPFB.RTS-12.18,1,03/12/18,12:20,115330.0,115330.0,115240.0,115280.0,815
SPFB.RTS-12.18,1,03/12/18,12:21,115280.0,115360.0,115270.0,115340.0,818
SPFB.RTS-12.18,1,03/12/18,12:22,115340.0,115340.0,115220.0,115270.0,1232
SPFB.RTS-12.18,1,03/12/18,12:23,115270.0,115290.0,115210.0,115230.0,618
SPFB.RTS-12.18,1,03/12/18,12:24,115230.0,115230.0,115100.0,115140.0,2405
SPFB.RTS-12.18,1,03/12/18,12:25,115140.0,115170.0,115100.0,115170.0,784
SPFB.RTS-12.18,1,03/12/18,12:26,115170.0,115200.0,115140.0,115170.0,650
SPFB.RTS-12.18,1,03/12/18,12:27,115170.0,115180.0,115110.0,115160.0,954
SPFB.RTS-12.18,1,03/12/18,12:28,115160.0,115200.0,115130.0,115140.0,486
SPFB.RTS-12.18,1,03/12/18,12:29,115140.0,115150.0,115110.0,115150.0,355
SPFB.RTS-12.18,1,03/12/18,12:30,115140.0,115200.0,115110.0,115170.0,473
SPFB.RTS-12.18,1,03/12/18,12:31,115180.0,115250.0,115180.0,115210.0,1152
SPFB.RTS-12.18,1,03/12/18,12:32,115220.0,115230.0,115170.0,115190.0,394
SPFB.RTS-12.18,1,03/12/18,12:33,115200.0,115250.0,115190.0,115240.0,297
SPFB.RTS-12.18,1,03/12/18,12:34,115220.0,115310.0,115210.0,115280.0,771
SPFB.RTS-12.18,1,03/12/18,12:35,115270.0,115300.0,115250.0,115280.0,280
SPFB.RTS-12.18,1,03/12/18,12:36,115270.0,115280.0,115220.0,115250.0,229
SPFB.RTS-12.18,1,03/12/18,12:37,115250.0,115280.0,115230.0,115270.0,352
SPFB.RTS-12.18,1,03/12/18,12:38,115250.0,115290.0,115240.0,115290.0,215
SPFB.RTS-12.18,1,03/12/18,12:39,115290.0,115290.0,115260.0,115260.0,186
SPFB.RTS-12.18,1,03/12/18,12:40,115260.0,115270.0,115230.0,115230.0,129
SPFB.RTS-12.18,1,03/12/18,12:41,115240.0,115290.0,115230.0,115260.0,241
SPFB.RTS-12.18,1,03/12/18,12:42,115260.0,115320.0,115230.0,115310.0,469
SPFB.RTS-12.18,1,03/12/18,12:43,115310.0,115310.0,115270.0,115300.0,299
SPFB.RTS-12.18,1,03/12/18,12:44,115290.0,115300.0,115260.0,115270.0,216
SPFB.RTS-12.18,1,03/12/18,12:45,115260.0,115420.0,115260.0,115380.0,1432
SPFB.RTS-12.18,1,03/12/18,12:46,115380.0,115380.0,115280.0,115300.0,548
SPFB.RTS-12.18,1,03/12/18,12:47,115310.0,115330.0,115270.0,115310.0,295
SPFB.RTS-12.18,1,03/12/18,12:48,115320.0,115370.0,115320.0,115360.0,439
SPFB.RTS-12.18,1,03/12/18,12:49,115350.0,115380.0,115340.0,115350.0,360
SPFB.RTS-12.18,1,03/12/18,12:50,115350.0,115360.0,115300.0,115310.0,213
SPFB.RTS-12.18,1,03/12/18,12:51,115310.0,115380.0,115310.0,115350.0,312
SPFB.RTS-12.18,1,03/12/18,12:52,115350.0,115370.0,115340.0,115350.0,112
SPFB.RTS-12.18,1,03/12/18,12:53,115350.0,115360.0,115330.0,115360.0,145
SPFB.RTS-12.18,1,03/12/18,12:54,115340.0,115390.0,115330.0,115360.0,359
SPFB.RTS-12.18,1,03/12/18,12:55,115350.0,115410.0,115340.0,115340.0,394
SPFB.RTS-12.18,1,03/12/18,12:56,115330.0,115360.0,115330.0,115340.0,335
SPFB.RTS-12.18,1,03/12/18,12:57,115340.0,115350.0,115280.0,115280.0,344
SPFB.RTS-12.18,1,03/12/18,12:58,115270.0,115330.0,115270.0,115300.0,179
SPFB.RTS-12.18,1,03/12/18,12:59,115310.0,115340.0,115300.0,115340.0,203
SPFB.RTS-12.18,1,03/12/18,13:00,115350.0,115410.0,115340.0,115390.0,365
SPFB.RTS-12.18,1,03/12/18,13:01,115390.0,115480.0,115390.0,115430.0,858
SPFB.RTS-12.18,1,03/12/18,13:02,115430.0,115460.0,115370.0,115370.0,314
SPFB.RTS-12.18,1,03/12/18,13:03,115380.0,115380.0,115280.0,115280.0,518
SPFB.RTS-12.18,1,03/12/18,13:04,115280.0,115300.0,115260.0,115280.0,390
SPFB.RTS-12.18,1,03/12/18,13:05,115290.0,115320.0,115260.0,115260.0,316
SPFB.RTS-12.18,1,03/12/18,13:06,115270.0,115280.0,115250.0,115250.0,166
SPFB.RTS-12.18,1,03/12/18,13:07,115250.0,115250.0,115140.0,115180.0,1100
SPFB.RTS-12.18,1,03/12/18,13:08,115170.0,115190.0,115140.0,115160.0,163
SPFB.RTS-12.18,1,03/12/18,13:09,115150.0,115240.0,115150.0,115190.0,331
SPFB.RTS-12.18,1,03/12/18,13:10,115190.0,115260.0,115170.0,115220.0,477
SPFB.RTS-12.18,1,03/12/18,13:11,115220.0,115280.0,115200.0,115270.0,319
SPFB.RTS-12.18,1,03/12/18,13:12,115260.0,115300.0,115240.0,115260.0,223
SPFB.RTS-12.18,1,03/12/18,13:13,115260.0,115260.0,115190.0,115200.0,294
SPFB.RTS-12.18,1,03/12/18,13:14,115200.0,115220.0,115170.0,115200.0,196
SPFB.RTS-12.18,1,03/12/18,13:15,115200.0,115220.0,115200.0,115220.0,140
SPFB.RTS-12.18,1,03/12/18,13:16,115220.0,115260.0,115210.0,115250.0,597
SPFB.RTS-12.18,1,03/12/18,13:17,115230.0,115260.0,115190.0,115260.0,314
SPFB.RTS-12.18,1,03/12/18,13:18,115250.0,115310.0,115220.0,115240.0,646
SPFB.RTS-12.18,1,03/12/18,13:19,115240.0,115280.0,115200.0,115230.0,288
SPFB.RTS-12.18,1,03/12/18,13:20,115220.0,115240.0,115130.0,115180.0,662
SPFB.RTS-12.18,1,03/12/18,13:21,115180.0,115230.0,115170.0,115220.0,211
SPFB.RTS-12.18,1,03/12/18,13:22,115220.0,115260.0,115210.0,115240.0,132
SPFB.RTS-12.18,1,03/12/18,13:23,115240.0,115280.0,115230.0,115240.0,661
SPFB.RTS-12.18,1,03/12/18,13:24,115230.0,115250.0,115210.0,115240.0,352
SPFB.RTS-12.18,1,03/12/18,13:25,115240.0,115240.0,115180.0,115200.0,180
SPFB.RTS-12.18,1,03/12/18,13:26,115200.0,115220.0,115180.0,115190.0,107
SPFB.RTS-12.18,1,03/12/18,13:27,115210.0,115230.0,115210.0,115230.0,89
SPFB.RTS-12.18,1,03/12/18,13:28,115230.0,115250.0,115220.0,115240.0,331
SPFB.RTS-12.18,1,03/12/18,13:29,115230.0,115250.0,115220.0,115240.0,390
SPFB.RTS-12.18,1,03/12/18,13:30,115240.0,115370.0,115220.0,115250.0,1547
SPFB.RTS-12.18,1,03/12/18,13:31,115250.0,115260.0,115200.0,115210.0,182
SPFB.RTS-12.18,1,03/12/18,13:32,115210.0,115240.0,115170.0,115190.0,217
SPFB.RTS-12.18,1,03/12/18,13:33,115180.0,115210.0,115160.0,115170.0,192
SPFB.RTS-12.18,1,03/12/18,13:34,115170.0,115200.0,115140.0,115170.0,419
SPFB.RTS-12.18,1,03/12/18,13:35,115170.0,115170.0,115110.0,115140.0,361
SPFB.RTS-12.18,1,03/12/18,13:36,115140.0,115220.0,115120.0,115200.0,562
SPFB.RTS-12.18,1,03/12/18,13:37,115220.0,115250.0,115210.0,115220.0,598
SPFB.RTS-12.18,1,03/12/18,13:38,115220.0,115260.0,115210.0,115230.0,278
SPFB.RTS-12.18,1,03/12/18,13:39,115240.0,115250.0,115180.0,115210.0,838
SPFB.RTS-12.18,1,03/12/18,13:40,115220.0,115250.0,115150.0,115240.0,758
SPFB.RTS-12.18,1,03/12/18,13:41,115240.0,115280.0,115230.0,115260.0,462
SPFB.RTS-12.18,1,03/12/18,13:42,115270.0,115290.0,115250.0,115250.0,305
SPFB.RTS-12.18,1,03/12/18,13:43,115250.0,115260.0,115210.0,115250.0,225
SPFB.RTS-12.18,1,03/12/18,13:44,115240.0,115250.0,115230.0,115240.0,52
SPFB.RTS-12.18,1,03/12/18,13:45,115240.0,115260.0,115220.0,115260.0,154
SPFB.RTS-12.18,1,03/12/18,13:46,115260.0,115270.0,115210.0,115230.0,404
SPFB.RTS-12.18,1,03/12/18,13:47,115230.0,115230.0,115190.0,115200.0,236
SPFB.RTS-12.18,1,03/12/18,13:48,115200.0,115240.0,115200.0,115230.0,59
SPFB.RTS-12.18,1,03/12/18,13:49,115220.0,115240.0,115200.0,115230.0,303
SPFB.RTS-12.18,1,03/12/18,13:50,115230.0,115270.0,115210.0,115210.0,415
SPFB.RTS-12.18,1,03/12/18,13:51,115220.0,115250.0,115190.0,115190.0,155
SPFB.RTS-12.18,1,03/12/18,13:52,115200.0,115210.0,115170.0,115190.0,204
SPFB.RTS-12.18,1,03/12/18,13:53,115200.0,115220.0,115180.0,115190.0,86
SPFB.RTS-12.18,1,03/12/18,13:54,115190.0,115200.0,115180.0,115180.0,111
SPFB.RTS-12.18,1,03/12/18,13:55,115180.0,115220.0,115180.0,115190.0,154
SPFB.RTS-12.18,1,03/12/18,13:56,115190.0,115230.0,115190.0,115230.0,169
SPFB.RTS-12.18,1,03/12/18,13:57,115230.0,115250.0,115210.0,115230.0,122
SPFB.RTS-12.18,1,03/12/18,13:58,115210.0,115250.0,115190.0,115220.0,171
SPFB.RTS-12.18,1,03/12/18,13:59,115210.0,115220.0,115200.0,115200.0,90
SPFB.RTS-12.18,1,03/12/18,14:00,115200.0,115230.0,115190.0,115230.0,181
SPFB.RTS-12.18,1,03/12/18,14:06,115210.0,115300.0,115200.0,115290.0,969
SPFB.RTS-12.18,1,03/12/18,14:07,115280.0,115290.0,115240.0,115250.0,285
SPFB.RTS-12.18,1,03/12/18,14:08,115250.0,115260.0,115200.0,115210.0,359
SPFB.RTS-12.18,1,03/12/18,14:09,115220.0,115240.0,115200.0,115200.0,138
SPFB.RTS-12.18,1,03/12/18,14:10,115210.0,115220.0,115190.0,115200.0,136
SPFB.RTS-12.18,1,03/12/18,14:11,115210.0,115220.0,115180.0,115200.0,155
SPFB.RTS-12.18,1,03/12/18,14:12,115200.0,115220.0,115190.0,115220.0,110
SPFB.RTS-12.18,1,03/12/18,14:13,115210.0,115250.0,115200.0,115250.0,380
SPFB.RTS-12.18,1,03/12/18,14:14,115260.0,115270.0,115220.0,115240.0,250
SPFB.RTS-12.18,1,03/12/18,14:15,115240.0,115300.0,115230.0,115240.0,439
SPFB.RTS-12.18,1,03/12/18,14:16,115250.0,115260.0,115220.0,115260.0,161
SPFB.RTS-12.18,1,03/12/18,14:17,115250.0,115260.0,115230.0,115250.0,139
SPFB.RTS-12.18,1,03/12/18,14:18,115250.0,115260.0,115230.0,115230.0,222
SPFB.RTS-12.18,1,03/12/18,14:19,115240.0,115240.0,115200.0,115200.0,217
SPFB.RTS-12.18,1,03/12/18,14:20,115210.0,115240.0,115190.0,115190.0,188
SPFB.RTS-12.18,1,03/12/18,14:21,115190.0,115200.0,115140.0,115190.0,510
SPFB.RTS-12.18,1,03/12/18,14:22,115190.0,115230.0,115180.0,115200.0,172
SPFB.RTS-12.18,1,03/12/18,14:23,115200.0,115230.0,115190.0,115210.0,73
SPFB.RTS-12.18,1,03/12/18,14:24,115200.0,115220.0,115190.0,115210.0,98
SPFB.RTS-12.18,1,03/12/18,14:25,115220.0,115220.0,115160.0,115180.0,126
SPFB.RTS-12.18,1,03/12/18,14:26,115180.0,115220.0,115180.0,115180.0,135
SPFB.RTS-12.18,1,03/12/18,14:27,115190.0,115190.0,115150.0,115170.0,85
SPFB.RTS-12.18,1,03/12/18,14:28,115170.0,115260.0,115160.0,115240.0,293
SPFB.RTS-12.18,1,03/12/18,14:29,115240.0,115270.0,115210.0,115220.0,125
SPFB.RTS-12.18,1,03/12/18,14:30,115220.0,115230.0,115180.0,115200.0,239
SPFB.RTS-12.18,1,03/12/18,14:31,115200.0,115200.0,115170.0,115180.0,173
SPFB.RTS-12.18,1,03/12/18,14:32,115170.0,115180.0,115140.0,115160.0,293
SPFB.RTS-12.18,1,03/12/18,14:33,115160.0,115190.0,115140.0,115160.0,171
SPFB.RTS-12.18,1,03/12/18,14:34,115170.0,115180.0,115150.0,115170.0,132
SPFB.RTS-12.18,1,03/12/18,14:35,115170.0,115180.0,115150.0,115180.0,149
SPFB.RTS-12.18,1,03/12/18,14:36,115180.0,115200.0,115140.0,115190.0,251
SPFB.RTS-12.18,1,03/12/18,14:37,115190.0,115200.0,115170.0,115170.0,382
SPFB.RTS-12.18,1,03/12/18,14:38,115170.0,115190.0,115130.0,115140.0,362
SPFB.RTS-12.18,1,03/12/18,14:39,115130.0,115140.0,114930.0,114950.0,3866
SPFB.RTS-12.18,1,03/12/18,14:40,114950.0,114960.0,114830.0,114920.0,2990
SPFB.RTS-12.18,1,03/12/18,14:41,114910.0,114990.0,114900.0,114990.0,997
SPFB.RTS-12.18,1,03/12/18,14:42,114990.0,115030.0,114980.0,114990.0,437
SPFB.RTS-12.18,1,03/12/18,14:43,114990.0,115020.0,114950.0,115000.0,937
SPFB.RTS-12.18,1,03/12/18,14:44,115000.0,115020.0,114970.0,114990.0,374
SPFB.RTS-12.18,1,03/12/18,14:45,114990.0,115000.0,114940.0,114940.0,221
SPFB.RTS-12.18,1,03/12/18,14:46,114950.0,114990.0,114910.0,114980.0,422
SPFB.RTS-12.18,1,03/12/18,14:47,114990.0,115000.0,114960.0,114990.0,205
SPFB.RTS-12.18,1,03/12/18,14:48,114960.0,114980.0,114910.0,114960.0,202
SPFB.RTS-12.18,1,03/12/18,14:49,114960.0,114990.0,114950.0,114980.0,115
SPFB.RTS-12.18,1,03/12/18,14:50,114970.0,115020.0,114960.0,115000.0,331
SPFB.RTS-12.18,1,03/12/18,14:51,115010.0,115030.0,114990.0,115000.0,480
SPFB.RTS-12.18,1,03/12/18,14:52,114990.0,115080.0,114990.0,115070.0,472
SPFB.RTS-12.18,1,03/12/18,14:53,115060.0,115070.0,115010.0,115020.0,172
SPFB.RTS-12.18,1,03/12/18,14:54,115010.0,115020.0,114990.0,115010.0,161
SPFB.RTS-12.18,1,03/12/18,14:55,115010.0,115080.0,115010.0,115050.0,358
SPFB.RTS-12.18,1,03/12/18,14:56,115030.0,115070.0,115010.0,115050.0,269
SPFB.RTS-12.18,1,03/12/18,14:57,115040.0,115050.0,115010.0,115040.0,170
SPFB.RTS-12.18,1,03/12/18,14:58,115030.0,115050.0,115000.0,115010.0,125
SPFB.RTS-12.18,1,03/12/18,14:59,115000.0,115040.0,114950.0,115010.0,548
SPFB.RTS-12.18,1,03/12/18,15:00,115020.0,115070.0,114990.0,115070.0,254
SPFB.RTS-12.18,1,03/12/18,15:01,115070.0,115090.0,114920.0,114980.0,717
SPFB.RTS-12.18,1,03/12/18,15:02,114980.0,115030.0,114960.0,114980.0,342
SPFB.RTS-12.18,1,03/12/18,15:03,114980.0,115000.0,114950.0,114980.0,238
SPFB.RTS-12.18,1,03/12/18,15:04,114990.0,115000.0,114940.0,114990.0,294
SPFB.RTS-12.18,1,03/12/18,15:05,114980.0,115030.0,114980.0,115010.0,172
SPFB.RTS-12.18,1,03/12/18,15:06,115010.0,115020.0,114970.0,114990.0,241
SPFB.RTS-12.18,1,03/12/18,15:07,115000.0,115050.0,114990.0,115050.0,324
SPFB.RTS-12.18,1,03/12/18,15:08,115030.0,115090.0,115030.0,115090.0,673
SPFB.RTS-12.18,1,03/12/18,15:09,115100.0,115220.0,115100.0,115200.0,1869
SPFB.RTS-12.18,1,03/12/18,15:10,115200.0,115220.0,115170.0,115200.0,641
SPFB.RTS-12.18,1,03/12/18,15:11,115210.0,115210.0,115130.0,115140.0,420
SPFB.RTS-12.18,1,03/12/18,15:12,115140.0,115150.0,115090.0,115090.0,314
SPFB.RTS-12.18,1,03/12/18,15:13,115090.0,115150.0,115090.0,115120.0,232
SPFB.RTS-12.18,1,03/12/18,15:14,115120.0,115140.0,115030.0,115060.0,447
SPFB.RTS-12.18,1,03/12/18,15:15,115050.0,115080.0,115020.0,115040.0,204
SPFB.RTS-12.18,1,03/12/18,15:16,115040.0,115070.0,115020.0,115060.0,124
SPFB.RTS-12.18,1,03/12/18,15:17,115060.0,115100.0,115030.0,115060.0,284
SPFB.RTS-12.18,1,03/12/18,15:18,115070.0,115100.0,115040.0,115040.0,107
SPFB.RTS-12.18,1,03/12/18,15:19,115050.0,115130.0,115050.0,115130.0,213
SPFB.RTS-12.18,1,03/12/18,15:20,115130.0,115130.0,115070.0,115070.0,82
SPFB.RTS-12.18,1,03/12/18,15:21,115070.0,115080.0,115040.0,115060.0,229
SPFB.RTS-12.18,1,03/12/18,15:22,115070.0,115110.0,115060.0,115080.0,247
SPFB.RTS-12.18,1,03/12/18,15:23,115090.0,115110.0,115060.0,115090.0,88
SPFB.RTS-12.18,1,03/12/18,15:24,115090.0,115110.0,115090.0,115110.0,75
SPFB.RTS-12.18,1,03/12/18,15:25,115100.0,115200.0,115080.0,115200.0,548
SPFB.RTS-12.18,1,03/12/18,15:26,115190.0,115190.0,115160.0,115170.0,192
SPFB.RTS-12.18,1,03/12/18,15:27,115160.0,115370.0,115160.0,115290.0,2107
SPFB.RTS-12.18,1,03/12/18,15:28,115300.0,115370.0,115270.0,115360.0,590
SPFB.RTS-12.18,1,03/12/18,15:29,115360.0,115380.0,115320.0,115340.0,540
SPFB.RTS-12.18,1,03/12/18,15:30,115350.0,115350.0,115300.0,115330.0,367
SPFB.RTS-12.18,1,03/12/18,15:31,115330.0,115340.0,115300.0,115310.0,396
SPFB.RTS-12.18,1,03/12/18,15:32,115320.0,115320.0,115300.0,115300.0,146
SPFB.RTS-12.18,1,03/12/18,15:33,115310.0,115330.0,115290.0,115320.0,520
SPFB.RTS-12.18,1,03/12/18,15:34,115320.0,115370.0,115280.0,115300.0,734
SPFB.RTS-12.18,1,03/12/18,15:35,115290.0,115310.0,115280.0,115290.0,339
SPFB.RTS-12.18,1,03/12/18,15:36,115290.0,115290.0,115270.0,115280.0,217
SPFB.RTS-12.18,1,03/12/18,15:37,115280.0,115290.0,115280.0,115290.0,118
SPFB.RTS-12.18,1,03/12/18,15:38,115290.0,115300.0,115280.0,115290.0,93
SPFB.RTS-12.18,1,03/12/18,15:39,115280.0,115300.0,115260.0,115280.0,273
SPFB.RTS-12.18,1,03/12/18,15:40,115280.0,115300.0,115250.0,115260.0,346
SPFB.RTS-12.18,1,03/12/18,15:41,115260.0,115260.0,115130.0,115150.0,932
SPFB.RTS-12.18,1,03/12/18,15:42,115160.0,115190.0,115150.0,115150.0,243
SPFB.RTS-12.18,1,03/12/18,15:43,115170.0,115200.0,115160.0,115200.0,411
SPFB.RTS-12.18,1,03/12/18,15:44,115180.0,115230.0,115160.0,115220.0,257
SPFB.RTS-12.18,1,03/12/18,15:45,115220.0,115240.0,115160.0,115200.0,270
SPFB.RTS-12.18,1,03/12/18,15:46,115200.0,115210.0,115110.0,115120.0,268
SPFB.RTS-12.18,1,03/12/18,15:47,115140.0,115240.0,115120.0,115210.0,413
SPFB.RTS-12.18,1,03/12/18,15:48,115200.0,115330.0,115130.0,115270.0,1697
SPFB.RTS-12.18,1,03/12/18,15:49,115280.0,115310.0,115170.0,115260.0,791
SPFB.RTS-12.18,1,03/12/18,15:50,115260.0,115260.0,115170.0,115180.0,669
SPFB.RTS-12.18,1,03/12/18,15:51,115180.0,115200.0,115050.0,115070.0,791
SPFB.RTS-12.18,1,03/12/18,15:52,115070.0,115190.0,115060.0,115180.0,471
SPFB.RTS-12.18,1,03/12/18,15:53,115180.0,115210.0,115180.0,115200.0,180
SPFB.RTS-12.18,1,03/12/18,15:54,115220.0,115270.0,115200.0,115230.0,588
SPFB.RTS-12.18,1,03/12/18,15:55,115230.0,115260.0,115190.0,115220.0,139
SPFB.RTS-12.18,1,03/12/18,15:56,115210.0,115240.0,115210.0,115220.0,116
SPFB.RTS-12.18,1,03/12/18,15:57,115220.0,115260.0,115220.0,115250.0,161
SPFB.RTS-12.18,1,03/12/18,15:58,115250.0,115250.0,115190.0,115210.0,485
SPFB.RTS-12.18,1,03/12/18,15:59,115220.0,115230.0,115190.0,115200.0,282
SPFB.RTS-12.18,1,03/12/18,16:00,115210.0,115240.0,115190.0,115220.0,330
SPFB.RTS-12.18,1,03/12/18,16:01,115220.0,115240.0,115190.0,115190.0,377
SPFB.RTS-12.18,1,03/12/18,16:02,115200.0,115220.0,115180.0,115210.0,155
SPFB.RTS-12.18,1,03/12/18,16:03,115220.0,115230.0,115180.0,115200.0,100
SPFB.RTS-12.18,1,03/12/18,16:04,115210.0,115250.0,115210.0,115240.0,147
SPFB.RTS-12.18,1,03/12/18,16:05,115240.0,115270.0,115210.0,115260.0,551
SPFB.RTS-12.18,1,03/12/18,16:06,115250.0,115290.0,115250.0,115270.0,859
SPFB.RTS-12.18,1,03/12/18,16:07,115270.0,115270.0,115190.0,115210.0,847
SPFB.RTS-12.18,1,03/12/18,16:08,115220.0,115240.0,115190.0,115240.0,300
SPFB.RTS-12.18,1,03/12/18,16:09,115230.0,115240.0,115210.0,115240.0,96
SPFB.RTS-12.18,1,03/12/18,16:10,115230.0,115250.0,115220.0,115230.0,180
SPFB.RTS-12.18,1,03/12/18,16:11,115240.0,115260.0,115200.0,115200.0,192
SPFB.RTS-12.18,1,03/12/18,16:12,115210.0,115240.0,115200.0,115200.0,124
SPFB.RTS-12.18,1,03/12/18,16:13,115210.0,115250.0,115200.0,115240.0,267
SPFB.RTS-12.18,1,03/12/18,16:14,115240.0,115250.0,115220.0,115220.0,234
SPFB.RTS-12.18,1,03/12/18,16:15,115230.0,115250.0,115220.0,115240.0,45
SPFB.RTS-12.18,1,03/12/18,16:16,115240.0,115280.0,115240.0,115260.0,406
SPFB.RTS-12.18,1,03/12/18,16:17,115260.0,115260.0,115210.0,115230.0,233
SPFB.RTS-12.18,1,03/12/18,16:18,115230.0,115250.0,115230.0,115230.0,109
SPFB.RTS-12.18,1,03/12/18,16:19,115220.0,115220.0,115190.0,115210.0,316
SPFB.RTS-12.18,1,03/12/18,16:20,115220.0,115220.0,115160.0,115200.0,365
SPFB.RTS-12.18,1,03/12/18,16:21,115200.0,115200.0,115120.0,115130.0,282
SPFB.RTS-12.18,1,03/12/18,16:22,115130.0,115190.0,115110.0,115170.0,182
SPFB.RTS-12.18,1,03/12/18,16:23,115180.0,115190.0,115140.0,115150.0,570
SPFB.RTS-12.18,1,03/12/18,16:24,115160.0,115190.0,115130.0,115160.0,419
SPFB.RTS-12.18,1,03/12/18,16:25,115170.0,115190.0,115170.0,115180.0,98
SPFB.RTS-12.18,1,03/12/18,16:26,115190.0,115250.0,115180.0,115220.0,537
SPFB.RTS-12.18,1,03/12/18,16:27,115210.0,115280.0,115200.0,115280.0,348
SPFB.RTS-12.18,1,03/12/18,16:28,115280.0,115330.0,115270.0,115280.0,873
SPFB.RTS-12.18,1,03/12/18,16:29,115270.0,115330.0,115260.0,115290.0,1107
SPFB.RTS-12.18,1,03/12/18,16:30,115290.0,115300.0,115250.0,115290.0,422
SPFB.RTS-12.18,1,03/12/18,16:31,115300.0,115350.0,115280.0,115300.0,754
SPFB.RTS-12.18,1,03/12/18,16:32,115310.0,115320.0,115270.0,115280.0,500
SPFB.RTS-12.18,1,03/12/18,16:33,115280.0,115290.0,115210.0,115230.0,605
SPFB.RTS-12.18,1,03/12/18,16:34,115230.0,115260.0,115220.0,115230.0,94
SPFB.RTS-12.18,1,03/12/18,16:35,115220.0,115250.0,115220.0,115250.0,135
SPFB.RTS-12.18,1,03/12/18,16:36,115240.0,115250.0,115210.0,115250.0,260
SPFB.RTS-12.18,1,03/12/18,16:37,115250.0,115290.0,115250.0,115280.0,181
